entity1,text,label
CelestialBody,What is the military rank of the important commander of Peruvian Army,0
ChemicalSubstance,What royaltiess sepulchre is Mausoleum of Augustus,1
Language,Tell me the name of the illness treated with salicylic acid,1
Agent,To what companies is Dennis Muilenburg important,1
Person,What are Monrow Carell Jr Children Hospital and Vanderbilt University Medical Center both affiliated with,1
ArchitecturalStructure,What are the video games composed by Hirokazu Tanaka,1
Location,What is the distributing label of StandBy Records ,1
City,Which engines successors predecessor is BMW M10,1
Weapon,Where do the judge advocate general corps live,1
Location,What human is the copyright owner of Mein Kampf,1
Agent,What award was Top Gun nominated for in the 59th Academy Awards,1
CelestialBody,Which flammable solid has the highest flammable limit,0
Settlement,which is the for work for Michelangelo Antonioni that has nominated for as National Society of Film Critics Award for Best Director ,1
Organisation,What is the Christian name of James Hetfield that is the same as Jacques,1
River,WHICH IS THE SCIENCE MUSEUM WITH THE MAXIMUM VISITORS PER YEAR,1
Place,good,1
NaturalPlace,Which Statkraft hydroelectric power station has the greatest annual energy output,1
RailwayStation,Where is the death location of Amon Goth which has twin cities named Milan,1
Agent,Tell me a firstclass city that starts with the letter m and has the Seal of Milwaukee as its coat of arms,1
ArchitecturalStructure,What is the Italian municipality for Cardiffs sister administration,1
Organisation,What is the child and the spouse of RalphLauren ,1
PoliticalParty,Who are the sons of Alphonse Mucha who is the daughter of Marie Chytilov??,0
Senator,who church building for patron saint of Joseph,1
City,What is the namesake of Maxwell relations whose place of work is Cambridge,0
EthnicGroup,By what person of which political party is Balangir district led,0
Country,who academic discipline for field of work of noam chomsky,0
Food,To what constellation does HD 40307 f belong,0
Musical,Who are the characters from the narrative of Sigurd,1
Person,What venue of the Battle of Nah??vand is in the borough of Central District,0
Game,Which School authors attended Mutations in the DJ1 gene associated with autosomal recessive earlyonset parkinsonism,0
SkiResort,which class IA flammable liquid with the lowest ceiling exposure whose instance of is occupational carcinogen,0
Country,What is the country of the Bangalore,1
SkiResort,Where in Ontario did Marshall McLuhan die,0
Organisation,St Joseph the patron saint of which municipality in Guatemala,1
SkiResort,Name the common former team of Marv mcFadden and Carlos Emmons ,0
Location,Which TV shows theme was composed by a band in which Todd Huth used to perform,1
HorseRace,Which ideology of party membership is Georg Michael Anton Kerschensteiner ,0
University,According to the Wikimedia project of vital articles name the gas company has the least amount albedo,1
PoliticalParty,How many goals were scored by the member of a sports team of David Icke,0
Location,What is the taxon rank and the endemic to of Komododragon ,1
PoliticalParty,Which cloud platform of Google cloud connect also provides services to 21Vianet ,0
Media,Tell me the public univbersity that used English language and which starts with the letter u,0
TopicalConcept,What is the order of the Omar D Conger where Robert Sarvis was also the nominee ,1
MeanOfTransportation,Who is the sister of Selena,0
SkiResort,What are the belligerents in the American Revolutionary War who have divided into Cantabria,0
SkiResort,Who is the officeholder of the pope,0
Agent,Louis Dunbar is the coach of which basketball team ,1
Organisation,Who is the mother and child of Amitabh Bachchan,1
TopicalConcept,Give me all world heritage sites designated within the past two years,1
Location,Who are the opponents of Gervase Helwys,1
Website,Which training center of William Anthony has also alumni named Philip W Pillsbury ,0
Place,Who was in missions of Gemini 8 and Apollo 11,1
Media,What kind of career does Grigori Kozintsev have in the screenwriting field,0
Website,Who started at the pole position in both 1997 canadian grand prix and the 94 spanish one,0
Agent,Does Bonar Law have any genetic association to ADH1B and can you die from it,1
Food,Tell me  a private university whose name consist of the word university and whose scholarly publishing and academic resources coalition,0
Family,What sport amongst the one Lagos Preparatory School practices did Willian Garne play for,0
SportsEvent,Which is the combination classification for Chris Froome,1
MotorcycleRacingLeague,Where is the place of burial and the place of death of Rollo,0
ProgrammingLanguage,Tell me the road bridge which contains the word viaduct in its name,1
NaturalPlace,Which is the record label Chris Brown belongs to,1
Organisation,what is the class IIIA combustible liquid with the highest vapor pressure whose has part is chlorine,1
PopulatedPlace,Philadelphia City Council is the governing body of which city,1
Agent,What is the country of origin of the president of Skai group,1
EthnicGroup,By whom is the designer of the Burj Khalifa  employed,0
Department,What is the capital of the area where Francisco Pizarro passed away,0
Website,List the American MEditerranean Sea city is also the place of death of Laszlo Bellak ,0
SoccerManager,Which is the location of discovery of lanthanum,1
Election,What is the debut team of the american football player who studied in North Fort Myers High School,0
RecordLabel,Name the feminine name behind the language work of Russian,0
Holiday,Which fields of the Paul Demiville is also the faith of Koay Teng Hai ,0
SkiResort,Name the spot of neon that has diplomatic relation in Denmark,0
Person,What is the political party of the person succeeded by AK Singh,1
PopulatedPlace,What is the country of Abkhazia whose statement is disputed by Russia,1
Location,What are the academic discipline which start with the letter transplantology,1
CelestialBody,tell  me American football team that home venue Lambeau Field  name has the  the word bay in it,0
Disease,What musician preceeds  Were from America,1
Place,who film producer of predecessor of stormbringer ,1
Location,Who has given guest appearances on the TV Episodes whose was music done by Mama Makes 3,1
Street,JRR Tolkien illustrated what book,0
Mammal,Which is the history of topic and the opposite of of Veganism ,1
Device,who daughters of is daughter of Charles IV of Spain ,1
CelestialBody,Who built the stadium which was rented by Costa Rica national football team,0
Activity,Which person belongs to the board of Howard Hughes Medical Institute,0
SkiResort,Who was once married to both Kelly Brook and Rosie HuntingtonWhiteley,0
Settlement,Who is the inventor of Morse Code,1
Location,Which is the city for the twinned administrative body of Nagasaki,1
Agent,What is the parent organisation of the label Wayfaring Sons,1
Place,What political part did Muammar alDaddafi found,1
Location,Where did Andy Wyant die and Robert Rodi was born in,1
Street,Which serving railway line of the Daund Junction railway station is the home port of INS Viraat ,0
Family,What did Ella Tiene Fuego play before it took that name,0
Scientist,what is working on galactic astronomy that has a dwarf galaxy Bo??tes II,1
HorseRace,What are the national library which start with the letter library,0
Website,Which contnet license provider of Microsoft Office Picture Manager is also the game platform of Google Clud Connect ,0
Person,What is the name of the city next to where Yue Fei died,1
Location,What is learning the higher taxon of ornithology,1
Person,In which country did American English originate,1
Device,Which program was on NBC network with executive producer as Glen and Les Charles,1
SoccerClub,Name the river with source as Shannon Pot and its mouth is located in Limerick,0
River,WHAT IS CIVILISATION OF PLACE OF ACTIVITY OF CLEMENT XI,0
Family,What is the twopart administrative body of Milwaukee known as and where is the location of its administrative territory,0
